gene,C,Chondrocytes,EC-Arteriar,EC-Arteriolar,EC-Sinusoidal,Fibroblasts,MSPC-Adipo,MSPC-Osteo,Myofibroblasts,Osteo,Osteoblasts,Pericytes,Schwann-cells,Smooth-muscle
Msh6,0.108,0.04,0.004,0.062,0.057,0.032,0.037,0.04,0.045,0.039,0.033,0.024,0.05,0.118
Msi1,0.109,0.03,0,0.003,0.002,0.019,0.098,0.144,0.03,0.088,0.307,0.234,0.051,0
Msi2,0.214,1.548,0.369,0.36,0.339,0.478,0.269,0.36,0.234,0.44,0.432,0.368,0.142,0.376
Msl1,0.47,0.563,1.038,1.022,0.845,0.724,0.733,0.695,0.342,0.69,0.32,1.057,0.231,0.11
Msl2,0.314,0.222,0.366,0.341,0.352,0.215,0.25,0.211,0.114,0.237,0.134,0.153,0.071,0.11
Msl3,0,0.28,0.229,0.204,0.118,0.324,0.139,0.108,0.18,0.223,0.017,0.693,0.306,0.135
Msl3l2,0.063,0.167,0.006,0.117,0.09,0.129,0.124,0.087,0.098,0.104,0.058,0.117,0.263,0.148
Msmo1,0.206,0.84,0.196,0.214,0.115,0.445,0.137,0.287,0.919,0.245,0.118,0.441,10.457,0.304
Msmp,0,39.443,0.265,0.291,0.18,1.229,0.366,0.316,0,53.336,0.222,0.314,1.822,0
Msn,0,1.084,4.74,4.835,1.055,2.48,0.345,0.447,2.17,1.504,0.133,3.362,0.663,2.551
Msr1,0.054,0,0,0.041,0.036,0,0,0.001,0,0,0,0.005,0,0
Msra,0.138,0.053,0.088,0.096,0.109,0.063,0.134,0.136,0.224,0.095,0.09,0.224,0.066,0.497
Msrb1,0.755,0.367,0.584,0.492,0.254,0.663,0.807,0.621,0.295,0.577,0.43,1.755,1.25,2.008
Msrb2,0.096,0.181,0.244,0.243,0.218,0.126,0.137,0.081,0.194,0.169,0.049,0,0.179,0
Msrb3,0.155,0.121,0.088,0.17,0.148,0.105,0.168,0.234,0.042,0.146,0.101,0.239,0.018,0
Mss51,0.06,0.015,0.038,0.046,0.03,0.021,0.029,0.031,0,0.008,0.016,0.035,0,0
Mst1r,0,0.002,0,0,0,0.015,0.005,0.003,0.008,0.006,0.001,0,0,0
Mstn,0,0.002,0,0,0.002,0.467,0.002,0,0,0.005,0,0,0,0
Msto1,0.061,0.086,0.217,0.14,0.1,0.096,0.112,0.083,0.089,0.061,0.048,0.106,0.239,0
Msx1,0.095,0.31,0.414,0.795,0.05,0.865,0.338,0.224,0.034,0.284,0.034,1.213,0,0.763
Msx2,0,0.023,0,0,0.001,0.011,0.007,0.01,0.027,0.023,0.017,0,0,0
mt-Atp6,0,71.619,78.999,58.099,39.259,58.963,40.674,35.499,64.287,49.552,4.705,93.943,53.548,99.646
mt-Atp8,0,0.262,0.233,0.197,0.204,0.335,0.16,0.132,0.28,0.274,0.014,0.242,0.399,0.566
mt-Co1,0,61.527,52.243,33.812,23.227,35.313,18.218,17.246,36.379,27.848,2.878,49.697,26.46,48.381
mt-Co2,0,28.267,25.593,22.051,14.032,20.39,13.044,11.956,19.546,17.247,1.446,31.318,18.188,31.264
mt-Co3,0,50.654,44.879,37.431,24.795,35.331,26.525,25.11,46.437,31.957,3.752,60.263,42.755,55.758
mt-Cytb,0,30.226,23.26,22.413,13.278,23.903,19.898,18.362,34.368,22.832,3.275,38.545,27.594,49.027
mt-Nd1,0,23.65,27.783,25.472,14.662,23.024,14.402,13.402,21.542,20.488,1.621,38.815,18.398,33.533
mt-Nd2,0,6.803,7.609,5.994,4.333,8.041,4.207,3.897,4.566,7.391,0.322,10.93,3.583,8.865
mt-Nd3,0,1.615,1.657,1.566,1.103,1.524,0.966,0.914,1.504,1.355,0.08,2.432,1.408,1.383
mt-Nd4,0,17.6,18.912,13.576,9.619,15.968,10.42,9.673,15.634,14.373,1.274,23.562,13.877,21.097
mt-Nd4l,0,0.979,1.207,0.949,0.768,1.235,0.667,0.656,0.906,1.067,0.143,1.24,1.459,1.784
mt-Nd5,0,2.544,2.423,1.483,1.194,2.191,1.007,0.881,1.716,1.755,0.138,2.232,0.969,2.464
mt-Nd6,0,0.124,0.084,0.13,0.094,0.096,0.025,0.021,0.095,0.061,0,0.053,0.132,0
Mt1,2.773,3.535,0.668,0.775,2.03,17.993,17.897,4.701,31.763,7.891,3.289,9.444,32.708,50.545
Mt2,1.234,2.083,0.623,0.468,0.427,18.124,10.455,1.845,27.121,5.99,1.659,3.67,7.525,10.775
Mt3,0.01,0.001,0,0.001,0.001,0.065,0.004,0.024,0.007,0.028,0,0.034,0,0
Mta1,0.352,0.287,0.279,0.293,0.295,0.337,0.215,0.255,0.18,0.251,0.165,0.235,0.075,0.309
Mta2,0.421,0.253,0.43,0.624,0.688,0.244,0.437,0.352,0.192,0.258,0.211,0.53,0.12,0.846
Mta3,0.188,0.14,0.036,0.171,0.29,0.135,0.279,0.148,0.204,0.148,0.094,0.264,1.039,0
Mtap,0.216,0.223,0.076,0.185,0.149,0.163,0.121,0.174,0.13,0.174,0.112,0.206,0,0
Mtap7d3,0,0.062,0,0.011,0.036,0.015,0.04,0.012,0.015,0.02,0,0.087,0.015,0
Mtbp,0.11,0.014,0.045,0.036,0.021,0.015,0.042,0.025,0.024,0.024,0.013,0.087,0.011,0
Mtch1,2.543,1.603,3.66,4.534,3.056,2.855,2.134,2.564,2.324,3.385,1.71,2.001,2.486,1.171
Mtch2,0.907,0.913,1.069,0.967,0.838,1.266,0.923,0.816,0.959,0.986,0.413,1.092,1.65,0.934
Mtcl1,0.005,0.088,0.025,0.029,0.081,0.037,0.005,0.012,0.011,0.018,0.022,0.203,0.097,0
Mtcp1,0,0.012,0.01,0.025,0.016,0.022,0.027,0.018,0,0.022,0,0.056,0.035,0
Mtdh,1.438,2.005,2.349,1.677,1.432,2.116,2.164,2.076,1.568,2.098,1.02,2.153,1.63,1.726
Mterf1a,0.023,0.015,0.015,0.026,0.021,0.023,0.043,0.055,0.009,0.032,0.02,0.055,0.052,0
Mterf1b,0.042,0.008,0,0.005,0.005,0.011,0.011,0.021,0,0.008,0.001,0.015,0,0
Mterf2,0.03,0.023,0.071,0.067,0.024,0.027,0.051,0.072,0.033,0.029,0.018,0.08,0.121,0.254
Mterf3,0.136,0.19,0.17,0.228,0.207,0.202,0.229,0.228,0.27,0.248,0.125,0.282,0.341,0.537
Mterf4,0.042,0.055,0.074,0.071,0.068,0.061,0.107,0.095,0.028,0.053,0.051,0.093,0.095,0
Mtf1,0.196,0.164,0.334,0.253,0.263,0.149,0.235,0.143,0.2,0.134,0.091,0.155,0.454,0.189
Mtf2,0.502,0.163,0.382,0.36,0.3,0.152,0.349,0.31,0.249,0.187,0.124,0.271,0.455,0
Mtfmt,0.044,0.099,0.074,0.076,0.059,0.083,0.086,0.101,0.032,0.121,0.073,0.18,0.2,0
Mtfp1,0.099,0.036,0.025,0.024,0.033,0.02,0.036,0.059,0.03,0.023,0.016,0.065,0.011,0.356
Mtfr1,0.268,0.466,0.342,0.208,0.186,0.305,0.194,0.244,0.223,0.349,0.264,0.144,0.298,0.441
Mtfr1l,0.324,0.897,0.583,0.641,0.51,0.899,0.788,0.702,0.641,0.836,0.316,1.281,0.571,1.78
Mtfr2,0.123,0.002,0,0.004,0.006,0,0.005,0.004,0,0.008,0.005,0,0,0
Mtg1,0.057,0.076,0.077,0.083,0.07,0.066,0.073,0.067,0.106,0.049,0.043,0.048,0.329,0
Mtg2,0.087,0.127,0.212,0.194,0.132,0.234,0.21,0.216,0.177,0.161,0.071,0.17,0.246,0
Mthfd1,0.115,0.114,0.064,0.052,0.05,0.09,0.064,0.059,0.292,0.055,0.02,0.09,0.228,0.143
Mthfd1l,0.066,0.067,0.039,0.036,0.022,0.052,0.03,0.037,0.014,0.029,0.046,0.021,0.045,0
Mthfd2,0.383,0.767,0.102,0.078,0.07,0.363,0.12,0.214,0.17,0.363,0.727,0.202,0.59,0.172
Mthfd2l,0.283,0.406,0.397,0.243,0.171,0.316,0.45,0.292,0.268,0.492,0.178,0.97,0.062,0.444
Mthfr,0.021,0.051,0.022,0.078,0.105,0.05,0.088,0.041,0.028,0.049,0.032,0.086,0.046,0
Mthfs,0.088,0.186,0.124,0.096,0.102,0.133,0.191,0.191,0.149,0.202,0.094,0.119,0.726,0
Mthfsd,0.033,0.173,0.083,0.143,0.128,0.099,0.12,0.171,0.09,0.124,0.139,0.144,0.075,0.256
Mthfsl,0.295,0.236,0.201,0.164,0.186,0.186,0.388,0.318,0.228,0.217,0.145,0.243,0.985,0.578
Mtif2,0.39,0.179,0.199,0.207,0.167,0.178,0.214,0.278,0.197,0.162,0.157,0.208,0.209,0.278
Mtif3,0.118,0.072,0.146,0.127,0.074,0.116,0.101,0.117,0.059,0.113,0.079,0.258,0.3,0.084
Mtl5,0.014,0.002,0,0.003,0.002,0.003,0.002,0.004,0,0.009,0.003,0,0,0
Mtm1,0,0.064,0.103,0.151,0.171,0.096,0.069,0.042,0.073,0.032,0.004,0.024,0.223,0
Mtmr1,0,0.074,0.102,0.055,0.039,0.081,0.044,0.035,0.081,0.034,0.006,0.085,0.083,0
Mtmr10,0.09,0.134,0.18,0.16,0.078,0.116,0.087,0.107,0.153,0.099,0.113,0.07,0.441,0
Mtmr11,0.083,0.261,0.691,0.675,0.227,0.644,0.073,0.07,0.074,0.489,0.013,0.117,0.04,0.219
Mtmr12,0.19,0.178,0.133,0.178,0.31,0.056,0.081,0.081,0.075,0.054,0.034,0.06,0.049,0.412
Mtmr14,0.16,0.079,0.261,0.175,0.127,0.151,0.119,0.067,0.218,0.082,0.053,0.101,0.359,0
Mtmr2,0.349,0.311,0.453,0.661,0.65,0.284,0.275,0.251,0.274,0.253,0.191,0.407,0.958,0.123
Mtmr3,0.099,0.136,0.195,0.225,0.232,0.145,0.177,0.165,0.058,0.155,0.156,0.245,0.031,0.244
Mtmr4,0.123,0.061,0.064,0.081,0.094,0.072,0.191,0.105,0.064,0.05,0.021,0.209,0.166,0.316
Mtmr6,0.254,0.326,0.414,0.34,0.212,0.469,0.237,0.234,0.19,0.401,0.131,0.354,0.636,0.34
Mtmr7,0,0.009,0.003,0,0.003,0.024,0,0,0,0.014,0.001,0.167,0.033,0.415
Mtmr9,0.04,0.026,0.007,0.062,0.045,0.04,0.034,0.051,0.042,0.034,0.021,0.061,0.022,0
Mto1,0.11,0.085,0.155,0.117,0.106,0.108,0.146,0.109,0.247,0.099,0.046,0.129,0.273,0.555
Mtor,0.144,0.088,0.068,0.148,0.161,0.122,0.118,0.098,0.119,0.091,0.13,0.16,0.14,0.427
Mtpap,0.083,0.094,0.255,0.219,0.168,0.131,0.146,0.161,0.145,0.13,0.073,0.145,0.112,0
Mtpn,0.872,0.661,1.031,1.129,0.843,0.854,0.712,0.848,0.465,0.949,0.86,1.031,0.126,0
Mtr,0.032,0.021,0.01,0.038,0.021,0.018,0.023,0.023,0.056,0.02,0.03,0.036,0,0
Mtrf1,0.114,0.041,0.047,0.038,0.027,0.04,0.046,0.051,0.027,0.034,0.016,0.029,0.086,0
Mtrf1l,0.137,0.052,0.019,0.073,0.05,0.048,0.071,0.074,0.091,0.074,0.033,0.064,0.137,0.148
Mtrr,0.03,0.04,0.035,0.053,0.048,0.04,0.077,0.054,0.098,0.045,0.017,0.039,0.049,0.465
Mtss1,0.22,0.049,0.594,0.684,0.74,0.038,0.324,0.227,0.074,0.106,0.419,0.194,0.495,0.154
Mtss1l,0.304,0.42,0.061,0.287,0.508,0.07,0.517,0.563,0.045,0.263,0.146,0.258,0.02,0.143
Mttp,0.036,0.071,0.048,0.123,0.181,0.055,0.097,0.055,0.253,0.049,0.014,0.018,0.066,0
Mturn,0.014,0.067,0.052,0.034,0.019,0.174,0.238,0.08,0.074,0.071,0.007,0.052,0.04,0
Mtus1,0.223,0.282,0.838,1.151,0.994,0.085,0.067,0.026,0.129,0.111,0.079,0.897,1.126,0.271
Mtus2,0.019,0.068,0,0.009,0.006,0.008,0.01,0.013,0.009,0.005,0.01,0.013,0,0
Mtx1,0.52,0.42,0.439,0.36,0.226,0.274,0.391,0.352,0.474,0.323,0.267,0.23,0.559,0.76
Mtx2,0.528,0.239,0.506,0.577,0.367,0.398,0.598,0.524,0.349,0.418,0.332,0.385,1.119,0.611
Mtx3,0.076,0.051,0.028,0.031,0.031,0.033,0.056,0.046,0,0.033,0.016,0.034,0.06,0
Muc1,0.066,0.118,0,0.005,0.007,0.025,0.014,0.026,0.016,0.057,0.064,0,0,0
Muc13,0.025,0,0,0.018,0.005,0,0.002,0.001,0,0.004,0.005,0,0,0
Muc4,0,0,0,0,0.005,0,0,0,0,0,0,0,0,0
Muc5ac,0.008,0,0,0,0,0,0.002,0.017,0,0,0,0,0,0
Mul1,0.123,0.146,0.13,0.131,0.138,0.139,0.178,0.162,0.416,0.145,0.097,0.127,0.256,0.193
Mum1,0.434,0.183,0.521,0.588,0.528,0.237,0.379,0.304,0.507,0.241,0.125,0.321,0.603,0.366
Mum1l1,0,0.042,0.026,0.038,0.215,0.011,0.01,0.005,0.116,0.013,0,0.002,0,0.132
Murc,0,0.005,0,0,0,0.007,0.001,0,0,0.041,0.002,0,0,0
Mus81,0.123,0.107,0.144,0.157,0.115,0.124,0.146,0.105,0.136,0.116,0.069,0.24,0.446,0.189
Musk,0,0,0,0.002,0,0.004,0.001,0,0.265,0.003,0.001,0,0,0
Mustn1,0,0.94,2.315,0.132,0.029,5.002,0.077,0.087,0.071,1.243,0.334,17.609,0.016,28.586
Mut,0.149,0.15,0.222,0.156,0.196,0.193,0.217,0.169,0.277,0.147,0.043,0.223,0.61,0.11
Mutyh,0.014,0.014,0,0.009,0.011,0.017,0.017,0.011,0.053,0.012,0.001,0.055,0.019,0.292
Mvb12a,0.374,0.839,0.672,0.616,0.406,0.613,0.538,0.567,0.329,0.649,0.555,0.438,0.463,0.289
Mvb12b,0.095,0.032,0.194,0.234,0.264,0.106,0.064,0.013,0.119,0.073,0.002,0.117,0.456,0
Mvd,0.014,0.112,0.03,0.051,0.055,0.076,0.029,0.061,0.034,0.073,0.049,0.065,0.516,0.193
Mvk,0.203,0.189,0.179,0.141,0.113,0.171,0.129,0.154,0.093,0.113,0.05,0.148,0.666,0
Mvp,0.355,0.2,0.896,0.675,0.588,0.484,0.488,0.331,1.167,0.295,0.104,0.744,0.362,0.873
Mx1,0,0,0,0.003,0.002,0.001,0.008,0.001,0,0,0.003,0,0,0
Mxd1,0.212,0.067,0.068,0.226,0.343,0.105,0.214,0.113,0.139,0.122,0.182,0.216,0.356,0.084
Mxd3,1.121,0.032,0.007,0.026,0.003,0.01,0.005,0.014,0.007,0.009,0.002,0,0,0
Mxd4,1.924,1.154,2.852,4.555,2.592,1.322,3.838,4.879,0.442,2.176,1.914,2.788,0.948,0.552
Mxi1,0.15,0.204,0.337,0.343,0.152,0.59,0.803,0.261,0.468,0.32,0.132,0.551,0.595,0.267
Mxra7,0.339,0.496,0.764,0.67,0.259,1.43,0.423,0.314,1.278,1.67,0.073,0.909,0.03,0.307
Mxra8,1.307,1.487,0.78,1.149,0.784,2.421,2.317,3.622,2.346,6.468,1.851,1.619,0.14,0.964
Myadm,0.358,1.141,2.012,0.97,0.164,1.749,0.588,0.297,0.913,1.064,0.124,1.064,0.032,1.402
Myb,0.058,0.024,0.005,0.019,0.009,0.011,0.018,0.022,0,0.02,0.02,0.022,0,0
Mybbp1a,0.409,0.173,0.127,0.181,0.202,0.129,0.158,0.237,0.341,0.176,0.134,0.078,0.264,0.11
Mybl1,0.183,0.049,0.008,0.016,0.011,0.09,0.007,0.009,0,0.012,0.001,0,0.039,0
Mybl2,0.388,0.061,0.009,0.02,0.025,0.012,0.013,0.014,0.012,0.006,0.006,0.026,0,0
Mybpc1,0,0.017,0,0,0,0.003,0,0,0.182,0,0,0.059,0,0
Mybph,0,0.006,0,0,0,0.002,0,0,0,0,0,0,0,0
Mybphl,0,0,0,0.007,0.001,0,0,0,0,0,0.001,0,0,0
Myc,0.278,0.4,0.393,0.293,0.505,0.445,1.265,0.559,6.622,0.341,0.404,0.653,0.161,1.36
Mycbp,0.538,0.463,0.266,0.319,0.267,0.248,0.382,0.339,0.175,0.296,0.295,0.296,0.324,1.224
Mycbp2,0.988,0.817,0.955,1.201,1.139,0.8,2.806,1.029,0.66,0.714,0.371,1.188,0.613,0
Mycbpap,0,0.006,0,0,0,0.001,0.004,0.002,0,0.004,0.002,0,0,0
Mycl,0.022,0.001,0,0.006,0.031,0,0.002,0,0,0.001,0.001,0,0,0
Mycn,0.122,0.002,0.157,0.25,0.025,0.02,0.007,0.029,0.365,0.006,0.009,0,0.16,0
Myct1,0.57,0.015,4.577,3.422,1.665,0.017,0.026,0.019,0.007,0.019,0.002,0.006,0,0.11
Myd88,0.293,0.265,0.386,0.416,0.473,0.306,0.613,0.537,1.034,0.295,0.162,0.843,0.071,1.044
Mydgf,1.525,2.13,1.091,1.512,1.291,1.419,1.738,1.942,0.595,1.491,1.951,1.107,0.809,0.594
Myef2,0.726,0.186,0.257,0.35,0.321,0.213,0.297,0.246,0.217,0.191,0.086,0.332,0.454,0.421
Myeov2,3.865,2.636,1.713,2.031,2.067,2.31,5.131,6.178,1.77,2.587,2.025,2.691,2.411,3.077
Myf5,0,0,0,0.014,0.001,0.011,0.001,0.001,3.356,0,0,0,0,0
Myg1,0.263,0.195,0.125,0.183,0.144,0.236,0.292,0.261,0.24,0.215,0.183,0.254,0.389,1.019
Myh10,0.195,0.109,0.064,0.193,0.167,0.117,0.028,0.064,0.117,0.146,0.033,0.019,0,0
Myh11,0.01,0.009,0.005,0.002,0.002,0.004,0.021,0.004,0.014,0.006,0.003,5.501,0,16.54
Myh14,0,0.062,0,0,0,0.001,0.001,0.001,0.074,0,0,0,0.279,0
Myh7b,0,0.017,0,0,0,0,0,0,0,0.012,0,0,0.028,0
Myh9,1.497,0.183,2.875,2.371,2.996,0.537,1.477,1.136,0.997,0.529,0.31,2.178,0.203,1.658
Myl1,0.005,0.003,0,0.006,0.002,0.016,0.049,0.014,0.176,0.011,0.079,1.105,0.01,0.444
Myl10,0.161,0.001,0,0.002,0.001,0.003,0.003,0.006,0,0.006,0.007,0.013,0,0
Myl12a,6.467,4.22,10.917,9.163,7.292,6.103,7.11,7.282,26.655,7.443,2.491,7.268,2.727,5.276
Myl12b,2.253,0.561,3.729,3.292,1.95,1.158,2.422,1.959,1.061,1.043,0.705,1.403,0.593,1.333
Myl2,0,0,0,0,0,0,0.016,0.005,0.025,0.008,0,0.01,0,0
Myl3,0,0.022,0.026,0.006,0.001,0.014,0.011,0.018,0.033,0.019,0.015,0.007,0.018,0
Myl4,0.056,0.067,0.116,0.057,0.047,0.08,0.057,0.068,0.044,0.09,0.044,0.023,0.018,0
Myl6,14.207,6.553,12.456,15.402,10.487,9.448,8.312,12.69,6.448,12.421,7.262,28.588,4.436,66.653
Myl6b,0.056,0.05,0.029,0.002,0.004,0.048,0.017,0.047,0.028,0.06,0.057,0,0.052,0.168
Myl9,1.042,0.288,0.103,0.108,0.043,0.117,1.735,1.504,0.041,1.147,0.032,21.781,0,55.313
Mylip,0.774,0.232,0.762,1.24,4.166,0.24,0.472,0.272,0.133,0.299,0.298,0.498,0,0
Mylk,1.252,0.273,0.327,0.499,1.57,0.21,3.86,1.987,0.04,0.795,0.103,8.318,0,12.125
Mylk2,0.015,0.001,0,0,0,0.014,0.001,0.001,0.201,0.032,0,0.004,0,0
Mylk3,0.033,0.002,0,0.001,0.004,0.002,0.016,0.064,0,0.009,0.017,0,0.019,0
Mylk4,0.018,0.002,0,0,0,0,0.002,0.013,0,0.002,0.001,0.006,0,0
Mylpf,0.038,0.056,0.12,0.032,0.013,0.028,0.02,0.031,0.121,0.037,0.027,0.008,0,0
Mynn,0.106,0.151,0.179,0.273,0.177,0.165,0.185,0.144,0.212,0.134,0.113,0.154,0.253,0
Myo10,1.216,0.095,1.103,1.91,2.043,0.121,0.662,1.008,0.022,0.525,1.07,0.617,0.027,0
Myo15,0,0.002,0,0,0,0,0,0,0,0,0,0,0,0
Myo15b,0,0.004,0,0.003,0,0,0.001,0,0,0,0,0.014,0,0
Myo16,0,0,0,0,0,0,0.001,0.004,0,0.024,0,0,0,0
Myo18a,0.36,0.311,0.699,0.722,0.585,0.111,0.735,0.559,0.186,0.228,0.345,0.139,0.48,0.293
Myo19,0.036,0.054,0.022,0.051,0.05,0.024,0.035,0.081,0.006,0.048,0.104,0.014,0.022,0
Myo1b,0.87,0.018,0.721,0.734,0.732,0.083,1.18,0.742,0.138,0.511,1.578,2.961,0.082,0.553
Myo1c,0.376,0.388,1.246,0.699,0.512,0.604,0.395,0.275,0.299,0.544,0.239,1.103,0.054,0.569
Myo1d,0.197,0.215,0.365,0.213,0.035,0.456,0.069,0.247,0.03,0.519,0.288,0.221,0.335,0.984
Myo1e,0.145,0.191,0.314,0.361,0.07,0.229,0.051,0.227,0.159,0.322,0.377,0.401,0.264,0.639
Myo1f,0.013,0.001,0.017,0.003,0.002,0.002,0.002,0,0,0.005,0.003,0,0,0
Myo1g,0.022,0.004,0.007,0.005,0.005,0.002,0.002,0.003,0,0.003,0.007,0,0,0
Myo1h,0,0.005,0.049,0.021,0.008,0.011,0.04,0.012,0.007,0.019,0.011,0,0,0
Myo5a,0.131,0.237,0.146,0.024,0.014,0.226,0.171,0.126,0.025,0.228,0.135,0.181,0.112,0
Myo5c,0,0.001,0,0,0,0.002,0.006,0.004,0.014,0.003,0.004,0,0,0
Myo6,0.336,0.279,0.579,0.747,0.571,0.239,0.257,0.389,0.306,0.353,0.293,0.365,1.362,0
Myo7a,0.206,0.015,0.049,0.165,0.471,0.017,0.015,0.031,0.009,0.051,0.017,0.01,0.039,0
Myo9a,0.149,0.179,0.264,0.208,0.133,0.228,0.21,0.168,0.118,0.175,0.092,0.226,0.182,0.483
Myo9b,0.057,0.213,0.119,0.15,0.129,0.125,0.148,0.157,0.029,0.18,0.146,0.151,0.122,0
Myoc,0,1.567,0.044,0.017,0.027,7.798,0.052,0.03,0.211,1.179,0.016,0.052,0,0
Myocd,0,0.001,0,0,0,0.002,0,0,0,0,0,0.114,0,0
Myod1,0,0,0,0.003,0.001,0.006,0.002,0.001,3.227,0,0.002,0,0,0
Myof,0.196,0.088,0.342,0.108,0.006,0.312,0.248,0.185,0.02,0.475,0.045,0.457,0.012,0.154
Myom1,0.076,0.003,0,0,0.001,0.002,0.005,0.037,0.011,0.002,0.02,0.219,0,0.593
Myom2,0,0,0,0.001,0,0.004,0,0,0.009,0.003,0.001,0,0,0
Myom3,0,0.004,0,0.003,0.002,0.005,0,0.003,0,0.002,0.007,0.014,0,0.291
Myoz2,0,0.078,0,0,0,0.011,0,0.001,0.055,0.001,0,0,0,0
Mypn,0,0.016,0,0,0,0,0,0,0,0,0,0,0,0
Mypop,0.04,0.213,0.072,0.066,0.022,0.303,0.174,0.125,0.071,0.246,0.058,0.228,0.094,0.486
Mypopos,0.052,0.015,0.031,0.055,0.031,0.002,0.008,0.008,0,0.002,0.002,0.011,0.008,0
Myrf,0,0.001,0,0,0.001,0.002,0.006,0.002,0,0.001,0,0,1.188,0
Myrip,0,0.02,0.174,0.02,0,0.045,0.002,0.001,0,0.01,0,0.002,0.054,0
Mysm1,0.255,0.146,0.218,0.298,0.247,0.143,0.244,0.253,0.206,0.148,0.103,0.398,0.268,0.422
Myzap,0.23,0.013,0.483,0.72,1.009,0.072,0.012,0.007,0.027,0.021,0.002,0,0,0
Mzb1,0.017,0.034,0.055,0.028,0.034,0.014,0.019,0.026,0,0.02,0.006,0.016,0,0
Mzf1,0.032,0.01,0,0.016,0.009,0.006,0.013,0.01,0,0.003,0.015,0.019,0,0
Mzt1,0.734,0.866,0.745,0.54,0.293,0.593,0.409,0.434,0.357,0.642,0.262,0.395,0.55,0.238
Mzt2,0.414,0.205,0.119,0.218,0.245,0.238,0.373,0.361,0.447,0.314,0.164,0.373,0.194,1.176
N4bp1,0.331,0.155,0.445,0.497,0.616,0.155,0.307,0.168,0.092,0.149,0.072,0.089,0.112,0
N4bp2,0.135,0.139,0.142,0.07,0.091,0.102,0.239,0.153,0.068,0.201,0.111,0.033,0,0
N4bp2l1,0.081,0.023,0.021,0.062,0.352,0.023,0.038,0.021,0.068,0.028,0.009,0.011,0.117,0
N4bp2l2,0.477,0.548,1.129,1.088,0.88,0.45,0.924,0.844,0.616,0.525,0.416,0.817,0.387,0.567
N4bp3,0.097,0.019,1.194,1.517,0.412,0.027,0.017,0.027,0.188,0.038,0.012,0.039,0.02,0
N6amt1,0.294,0.237,0.109,0.233,0.277,0.161,0.232,0.284,0.432,0.205,0.122,0.272,0.259,0.118
N6amt2,0.369,0.413,0.157,0.186,0.112,0.342,0.364,0.411,0.372,0.349,0.323,0.319,0.124,0.232
Naa10,0,0.538,0.372,0.372,0.164,0.297,0.219,0.231,0.355,0.214,0.014,0.474,0.165,0.896
Naa15,0.469,0.333,0.298,0.375,0.433,0.272,0.371,0.37,0.593,0.275,0.228,0.332,0.232,0.302
Naa16,0.22,0.126,0.19,0.285,0.219,0.121,0.212,0.166,0.117,0.127,0.099,0.133,0.19,0.132
Naa20,0.983,0.466,0.963,0.909,0.645,0.615,0.652,0.685,0.624,0.726,0.389,0.822,0.573,0.783
Naa25,0.012,0.093,0.201,0.156,0.116,0.073,0.127,0.106,0.082,0.095,0.061,0.139,0.116,0
Naa30,0.147,0.126,0.25,0.154,0.195,0.141,0.16,0.12,0.212,0.142,0.102,0.156,0.146,0.084
Naa35,0.256,0.221,0.286,0.397,0.287,0.253,0.354,0.316,0.255,0.249,0.143,0.435,0.397,0.11
Naa38,1.626,1.368,0.667,1.059,1.348,0.877,1.016,1.158,0.514,1.108,0.756,0.94,1.103,0.923
Naa40,0.069,0.061,0.05,0.071,0.073,0.053,0.072,0.06,0.021,0.042,0.057,0.044,0.059,0
Naa50,1.419,0.994,0.6,0.572,0.609,0.751,0.578,0.52,1.671,0.894,0.366,0.574,0.479,0.86
Naa60,0.147,0.202,0.421,0.367,0.269,0.263,0.217,0.204,0.118,0.263,0.125,0.183,0.291,0
Naaa,0.065,0.086,0.1,0.03,0.06,0.267,0.26,0.121,0.113,0.212,0.035,0.149,0.158,0
Naalad2,0.025,0.001,0.017,0.009,0.002,0.077,0.213,0.107,0.027,0.029,0,0.697,0,0.363
Naaladl2,0.07,0.071,0,0,0.001,0.116,0.097,0.197,0,0.145,0.047,0,0.067,0
Nab1,0.397,0.344,0.722,0.565,0.494,0.457,0.609,0.331,0.224,0.382,0.213,2.725,0.335,1.602
Nab2,0.207,0.378,0.35,0.287,0.121,0.429,0.238,0.403,0.203,0.734,0.308,0.422,0.065,0.135
Nabp1,0.248,0.055,0.102,0.211,0.194,0.046,0.138,0.093,0.104,0.079,0.037,0.204,0.016,0.301
Nabp2,0.496,0.781,0.675,0.729,0.53,0.914,0.626,0.705,0.729,0.799,0.407,0.951,1.272,0.375
Naca,7.96,8.31,9.605,7.637,7.861,7.05,4.713,7.661,16.074,6.688,5.185,7.309,4.151,7.657
Nacad,0,0.007,0,0,0.001,0.01,0.009,0.005,0.007,0.019,0.008,0,0.478,0
Nacc1,0.308,0.156,0.16,0.23,0.264,0.099,0.179,0.15,0.069,0.055,0.069,0.178,0.147,0.264
Nacc2,0.052,0.503,0.196,0.265,0.235,0.281,0.348,0.338,0.132,0.306,0.116,0.375,1.648,0.719
Nadk,0.464,0.46,0.856,0.857,0.699,0.803,0.43,0.351,0.501,0.506,0.219,0.404,0.27,0.129
Nadk2,0.174,0.093,0.119,0.152,0.165,0.066,0.129,0.14,0.11,0.094,0.207,0.047,0.388,0
Nadsyn1,0.01,0.019,0.03,0.037,0.018,0.018,0.042,0.052,0.035,0.016,0.012,0.053,0.075,0
